11,  1,  1, 0.33324 74427 02957 43511 96030
11,  1,  2, 0.16536 47711 68893 07416 46265
11,  1,  3, 0.11235 84351 34182 09463 62640
11,  1,  4, 0.08551 70596 23221 83880 01810
11,  1,  5, 0.06884 83064 83730 17732 15875
11,  1,  6, 0.05720 07585 83488 55515 46316
11,  1,  7, 0.04837 54062 79792 21123 13519
11,  1,  8, 0.04124 23472 08034 11125 31056
11,  1,  9, 0.03511 03356 96915 34431 76022
11,  1, 10, 0.02941 98502 81981 34658 09577
11,  1, 11, 0.02331 52868 36803 81142 00890
11,  2,  2, 0.20519 75797 90150 54668 82969
11,  2,  3, 0.14030 96510 52424 47293 35731
11,  2,  4, 0.10714 92594 59296 67458 99536
11,  2,  5, 0.08644 30256 94649 11331 75739
11,  2,  6, 0.07192 05024 36253 53890 51236
11,  2,  7, 0.06088 69662 21848 06538 19518
11,  2,  8, 0.05195 04506 51835 94122 58143
11,  2,  9, 0.04425 49455 52720 71194 32340
11,  2, 10, 0.03710 29976 89946 51426 88947
11,  3,  3, 0.16572 42879 53709 65131 33649
11,  3,  4, 0.12696 72925 23695 26515 51880
11,  3,  5, 0.10264 07290 87832 55625 65211
11,  3,  6, 0.08551 78832 11267 41288 29602
11,  3,  7, 0.07247 41049 98589 07145 99844
11,  3,  8, 0.06188 73278 25975 85227 46157
11,  3,  9, 0.05275 50069 62687 56682 66925
11,  4,  4, 0.14795 46564 57097 10161 57594
11,  4,  5, 0.11987 52861 31655 73127 10855
11,  4,  6, 0.10003 46585 02847 10912 26502
11,  4,  7, 0.08487 65182 14102 18332 82633
11,  4,  8, 0.07254 51434 02238 19136 33835
11,  5,  5, 0.13964 10803 26028 13099 03635
11,  5,  6, 0.11674 49804 92327 23048 57016
11,  5,  7, 0.09919 35960 69445 52895 56155
11,  6,  6, 0.13716 24335 47632 30689 78657
