19,  1,  1, 0.27993 58049 28328 91811 38428
19,  1,  2, 0.13677 68167 86419 96855 67575
19,  1,  3, 0.09290 61762 76690 46661 51178
19,  1,  4, 0.07119 02424 60449 36399 26855
19,  1,  5, 0.05800 94834 87105 05967 78070
19,  1,  6, 0.04904 05677 97438 72642 42420
19,  1,  7, 0.04247 05246 47362 73244 21206
19,  1,  8, 0.03740 06328 84156 37301 52757
19,  1,  9, 0.03333 19394 82390 32353 12024
19,  1, 10, 0.02996 34144 31696 23941 77753
19,  1, 11, 0.02710 11338 53900 66765 66285
19,  1, 12, 0.02461 29451 76184 42238 68499
19,  1, 13, 0.02240 37539 75929 45381 36871
19,  1, 14, 0.02040 07370 65679 61474 95457
19,  1, 15, 0.01854 31530 55471 39386 99502
19,  1, 16, 0.01677 31147 35339 08151 17157
19,  1, 17, 0.01502 23067 55611 63279 25478
19,  1, 18, 0.01317 89994 05814 54074 01215
19,  1, 19, 0.01093 82527 94031 02069 21274
19,  2,  2, 0.16278 56650 67087 62460 49640
19,  2,  3, 0.11105 90144 81207 19567 73019
19,  2,  4, 0.08529 31052 33350 56390 40378
19,  2,  5, 0.06959 70758 16590 35880 47722
19,  2,  6, 0.05889 10196 33274 99272 74965
19,  2,  7, 0.05103 51092 24273 52837 52732
19,  2,  8, 0.04496 52247 80844 00633 05786
19,  2,  9, 0.04008 91753 68208 76049 52497
19,  2, 10, 0.03604 90039 97916 60050 38646
19,  2, 11, 0.03261 37544 06404 42049 47009
19,  2, 12, 0.02962 58235 40415 89232 06757
19,  2, 13, 0.02697 16592 41758 12465 44629
19,  2, 14, 0.02456 41908 45620 19663 84969
19,  2, 15, 0.02233 06885 83775 09321 68563
19,  2, 16, 0.02020 17248 04420 01508 61756
19,  2, 17, 0.01809 52193 76911 16413 83241
19,  2, 18, 0.01587 67294 05706 95272 98901
19,  3,  3, 0.12571 38903 95010 40004 93291
19,  3,  4, 0.09673 67096 74731 14795 96909
19,  3,  5, 0.07902 98792 45212 07468 98475
19,  3,  6, 0.06692 73696 57008 15443 81812
19,  3,  7, 0.05803 36124 55639 33063 49270
19,  3,  8, 0.05115 41417 93525 20267 20554
19,  3,  9, 0.04562 28815 54497 44586 79556
19,  3, 10, 0.04103 65628 76492 91556 36341
19,  3, 11, 0.03713 46427 28239 52610 79382
19,  3, 12, 0.03373 91171 53491 03334 55396
19,  3, 13, 0.03072 15918 18048 88839 80915
19,  3, 14, 0.02798 35020 14252 42564 69607
19,  3, 15, 0.02544 24108 41890 75123 65112
19,  3, 16, 0.02301 95063 21225 51774 63285
19,  3, 17, 0.02062 14645 80314 72641 97181
19,  4,  4, 0.10747 40838 19874 21729 16459
19,  4,  5, 0.08790 51966 45651 38755 71348
19,  4,  6, 0.07450 33877 68877 51542 88504
19,  4,  7, 0.06464 06187 78990 99954 96295
19,  4,  8, 0.05700 32284 73977 25335 15549
19,  4,  9, 0.05085 72608 17359 55970 02783
19,  4, 10, 0.04575 76598 10645 80374 27368
19,  4, 11, 0.04141 65090 37969 70257 08219
19,  4, 12, 0.03763 68751 88181 29878 25524
19,  4, 13, 0.03427 65540 13887 41930 64598
19,  4, 14, 0.03122 62549 51286 16372 75504
19,  4, 15, 0.02839 44526 36915 28048 94678
19,  4, 16, 0.02569 35148 26867 70830 06832
19,  5,  5, 0.09679 44743 74412 43888 17913
19,  5,  6, 0.08210 55694 49972 65293 08152
19,  5,  7, 0.07127 96742 48691 81530 24753
19,  5,  8, 0.06288 70095 17246 40370 05936
19,  5,  9, 0.05612 72025 31554 35188 07481
19,  5, 10, 0.05051 41638 64061 90540 71350
19,  5, 11, 0.04573 30144 25199 61648 89183
19,  5, 12, 0.04156 81234 25606 12253 39123
19,  5, 13, 0.03786 36088 10005 31738 32804
19,  5, 14, 0.03449 95261 71869 63628 31581
19,  5, 15, 0.03137 52928 68768 33966 48255
19,  6,  6, 0.09002 18692 55041 85621 46468
19,  6,  7, 0.07820 29062 80613 04786 40616
19,  6,  8, 0.06902 94360 10898 73666 05298
19,  6,  9, 0.06163 36895 92698 66142 21558
19,  6, 10, 0.05548 77905 01874 36501 86225
19,  6, 11, 0.05024 93168 45100 75061 22046
19,  6, 12, 0.04568 34840 64972 13605 09291
19,  6, 13, 0.04162 03596 23546 67104 42790
19,  6, 14, 0.03792 90224 69973 69611 72738
19,  7,  7, 0.08561 72980 78816 38376 41000
19,  7,  8, 0.07561 53412 92293 99597 97642
19,  7,  9, 0.06754 33161 58405 23520 48594
19,  7, 10, 0.06082 97030 32429 26389 59944
19,  7, 11, 0.05510 32223 62295 41199 51339
19,  7, 12, 0.05010 89625 09178 71501 84998
19,  7, 13, 0.04566 21834 47833 66537 29006
19,  8,  8, 0.08283 39961 14804 03820 43580
19,  8,  9, 0.07402 73545 63836 34478 35881
19,  8, 10, 0.06669 58228 79903 15312 33076
19,  8, 11, 0.06043 72723 42699 91317 01057
19,  8, 12, 0.05497 52082 87784 95856 93295
19,  9,  9, 0.08128 76330 18594 41656 55716
19,  9, 10, 0.07327 03910 68871 38752 35529
19,  9, 11, 0.06642 02898 41773 50392 83861
19, 10, 10, 0.08079 09750 72216 73160 67539
