30,  1,  1,  4.41870 97660 27190 34486
30,  1,  2,  3.41870 97660 27190 34486
30,  1,  3,  2.86808 68546 03939 65218
30,  1,  4,  2.46886 83570 79221 78211
30,  1,  5,  2.14615 66351 55128 33863
30,  1,  6,  1.86954 96339 32435 74041
30,  1,  7,  1.62356 17737 61000 22908
30,  1,  8,  1.39914 75585 45678 18930
30,  1,  9,  1.19050 21238 50165 41590
30,  1, 10,  0.99362 67107 19976 29826
30,  1, 11,  0.80560 31879 53964 94176
30,  1, 12,  0.62419 20522 40451 54880
30,  1, 13,  0.44759 22559 95653 02880
30,  1, 14,  0.27428 75298 03288 71001
30,  1, 15,  0.10294 08548 09257 89126
30,  1, 16, -0.06768 41525 47757 58959
30,  1, 17, -0.23878 79400 79373 82400
30,  1, 18, -0.41159 49718 81469 14404
30,  1, 19, -0.58741 68716 29441 33838
30,  1, 20, -0.76772 75259 32128 57934
30,  1, 21, -0.95426 21713 11463 80489
30,  1, 22, -1.14915 96884 09167 93323
30,  1, 23, -1.35518 22735 48599 66129
30,  1, 24, -1.57607 86936 69754 09421
30,  1, 25, -1.81723 10896 92801 50332
30,  1, 26, -2.08691 32617 37131 82634
30,  1, 27, -2.39903 80489 21490 87364
30,  1, 28, -2.78022 18515 13612 48092
30,  1, 29, -3.29331 00830 91342 15995
30,  1, 30, -4.16692 64365 39007 64309
30,  2,  2,  2.74773 94917 08376 18770
30,  2,  3,  2.29836 24031 31626 88039
30,  2,  4,  1.97572 59579 55472 54762
30,  2,  5,  1.71631 70350 64334 69090
30,  2,  6,  1.49472 02668 86835 17062
30,  2,  7,  1.29811 07011 67385 70329
30,  2,  8,  1.11904 74354 35664 42691
30,  2,  9,  0.95278 02077 52799 85908
30,  2, 10,  0.79605 06552 43453 04446
30,  2, 11,  0.64648 96228 74324 09777
30,  2, 12,  0.50228 48346 45873 86936
30,  2, 13,  0.36198 32093 14493 60570
30,  2, 14,  0.22436 48977 43542 82278
30,  2, 15,  0.08835 71646 26962 17890
30,  2, 16, -0.04702 94548 20360 88782
30,  2, 17, -0.18275 34106 99398 95563
30,  2, 18, -0.31979 02851 54687 33364
30,  2, 19, -0.45918 32410 80675 14855
30,  2, 20, -0.60210 27887 12092 45435
30,  2, 21, -0.74992 54315 56870 50082
30,  2, 22, -0.90434 64322 93870 71926
30,  2, 23, -1.06755 37542 23571 02813
30,  2, 24, -1.24251 55736 51176 57606
30,  2, 25, -1.43349 21111 52575 88788
30,  2, 26, -1.64703 12425 27595 77352
30,  2, 27, -1.89414 22346 47396 51209
30,  2, 28, -2.19588 50385 88713 49457
30,  2, 29, -2.60198 25673 78007 99807
30,  3,  3,  1.96610 51505 86321 34121
30,  3,  4,  1.68796 00932 87193 54404
30,  3,  5,  1.46541 98393 07629 38701
30,  3,  6,  1.27591 35115 28424 13785
30,  3,  7,  1.10814 12273 48415 36940
30,  3,  8,  0.95558 50775 90873 58134
30,  3,  9,  0.81410 30844 35624 64316
30,  3, 10,  0.68086 48935 80809 20309
30,  3, 11,  0.55381 93130 57598 36563
30,  3, 12,  0.43140 19403 77576 58654
30,  3, 13,  0.31236 19030 31967 76573
30,  3, 14,  0.19565 18651 19630 64911
30,  3, 15,  0.08035 31200 46467 03275
30,  3, 16, -0.03437 96971 80089 16619
30,  3, 17, -0.14936 36371 05870 09408
30,  3, 18, -0.26542 87040 50699 62557
30,  3, 19, -0.38346 08886 46152 21077
30,  3, 20, -0.50445 29570 72669 26751
30,  3, 21, -0.62957 11166 17614 06444
30,  3, 22, -0.76025 04624 10589 02286
30,  3, 23, -0.89834 20862 38887 22201
30,  3, 24, -1.04635 61371 44199 80257
30,  3, 25, -1.20789 44323 23763 52982
30,  3, 26, -1.38849 18867 73275 67341
30,  3, 27, -1.59745 35300 43274 01737
30,  3, 28, -1.85257 78513 24688 46732
30,  4,  4,  1.47533 42341 11612 24105
30,  4,  5,  1.27999 51329 06407 69829
30,  4,  6,  1.11419 54233 64740 99112
30,  4,  7,  0.96774 59592 37380 29677
30,  4,  8,  0.83480 29244 89761 60694
30,  4,  9,  0.71166 95558 75794 78165
30,  4, 10,  0.59582 93295 50432 07571
30,  4, 11,  0.48546 45583 77972 95531
30,  4, 12,  0.37919 31287 31202 31764
30,  4, 13,  0.27591 30693 52017 08678
30,  4, 14,  0.17470 42362 14897 82581
30,  4, 15,  0.07476 16200 91580 88001
30,  4, 16, -0.02465 36580 03349 11142
30,  4, 17, -0.12425 40521 86729 51085
30,  4, 18, -0.22476 17833 21441 55224
30,  4, 19, -0.32694 63861 98141 26715
30,  4, 20, -0.43166 88478 94526 12086
30,  4, 21, -0.53993 93883 26724 12874
30,  4, 22, -0.65300 00547 19557 18755
30,  4, 23, -0.77245 19118 07388 75847
30,  4, 24, -0.90046 50990 70047 00811
30,  4, 25, -1.04015 26193 36681 65513
30,  4, 26, -1.19629 72818 20359 84931
30,  4, 27, -1.37693 86843 28581 07794
30,  5,  5,  1.12891 52609 08439 00648
30,  5,  6,  0.98242 50676 29503 08132
