40,  1,  1,  4.89694 98358 54428
40,  1,  2,  3.89694 98358 54428
40,  1,  3,  3.35132 56499 59292
40,  1,  4,  2.95951 71965 89800
40,  1,  5,  2.64587 91812 78717
40,  1,  6,  2.37972 95534 02096
40,  1,  7,  2.14548 20968 61433
40,  1,  8,  1.93407 95406 85283
40,  1,  9,  1.73975 95550 78146
40,  1, 10,  1.55860 61039 10474
40,  1, 11,  1.38781 89290 67106
40,  1, 12,  1.22531 14328 94930
40,  1, 13,  1.06947 37461 46764
40,  1, 14,  0.91902 52290 24420
40,  1, 15,  0.77291 82949 45728
40,  1, 16,  0.63027 30877 26797
40,  1, 17,  0.49033 13966 49302
40,  1, 18,  0.35242 28920 99486
40,  1, 19,  0.21593 93716 01705
40,  1, 20,  0.08031 42016 74708
40,  1, 21, -0.05499 49862 57934
40,  1, 22, -0.19052 17850 25233
40,  1, 23, -0.32680 58608 51662
40,  1, 24, -0.46440 82472 65301
40,  1, 25, -0.60392 82314 03319
40,  1, 26, -0.74602 32109 25212
40,  1, 27, -0.89143 33538 39514
40,  1, 28, -1.04101 36886 76954
40,  1, 29, -1.19577 76149 25555
40,  1, 30, -1.35695 81900 08169
40,  1, 31, -1.52609 77887 44939
40,  1, 32, -1.70518 46614 10575
40,  1, 33, -1.89687 05761 07732
40,  1, 34, -2.10483 67795 00855
40,  1, 35, -2.33445 12802 20649
40,  1, 36, -2.59405 34311 96260
40,  1, 37, -2.89776 64851 57515
40,  1, 38, -3.27274 50376 68744
40,  1, 39, -3.78336 39763 11029
40,  1, 40, -4.66487 19458 07889
40,  2,  2,  3.19836 41698 12639
40,  2,  3,  2.74398 83557 07775
40,  2,  4,  2.42033 63029 61347
40,  2,  5,  2.16239 75171 68666
40,  2,  6,  1.94411 93859 85393
40,  2,  7,  1.75236 96991 85027
40,  2,  8,  1.57955 90041 05589
40,  2,  9,  1.42087 87131 45322
40,  2, 10,  1.27307 15580 88166
40,  2, 11,  1.13381 45324 65041
40,  2, 12,  1.00138 05388 37780
40,  2, 13,  0.87443 96661 46947
40,  2, 14,  0.75193 58155 14183
40,  2, 15,  0.63300 64476 54956
40,  2, 16,  0.51692 81945 16665
40,  2, 17,  0.40307 85681 44489
40,  2, 18,  0.29090 79643 96926
40,  2, 19,  0.17991 83545 48914
40,  2, 20,  0.06964 63152 44837
40,  2, 21, -0.04035 12195 02696
40,  2, 22, -0.15050 96779 44146
40,  2, 23, -0.26126 90121 67552
40,  2, 24, -0.37308 61931 84584
40,  2, 25, -0.48644 89785 21868
40,  2, 26, -0.60189 20760 85349
40,  2, 27, -0.72001 71950 40758
40,  2, 28, -0.84151 91185 59335
40,  2, 29, -0.96722 10384 97021
40,  2, 30, -1.09812 43115 68272
40,  2, 31, -1.23548 12365 83061
40,  2, 32, -1.38090 58902 02710
40,  2, 33, -1.53655 07583 29381
40,  2, 34, -1.70540 37358 55701
40,  2, 35, -1.89182 15301 70233
40,  2, 36, -2.10257 21319 52828
40,  2, 37, -2.34911 72377 28383
40,  2, 38, -2.65349 35763 35925
40,  2, 39, -3.06794 20449 44256
40,  3,  3,  2.39393 88339 90006
40,  3,  4,  2.10939 93401 05926
40,  3,  5,  1.88349 33099 24524
40,  3,  6,  1.69278 41565 53724
40,  3,  7,  1.52553 21790 99457
40,  3,  8,  1.37498 32888 62779
40,  3,  9,  1.23687 28994 86512
40,  3, 10,  1.10832 01547 48536
40,  3, 11,  0.98727 51364 10851
40,  3, 12,  0.87221 67072 07090
40,  3, 13,  0.76197 55161 79336
40,  3, 14,  0.65562 43640 31198
40,  3, 15,  0.55240 70315 41841
40,  3, 16,  0.45169 01345 88088
