7,  1,  1, 0.39191 77761 26750 45281 96850
7,  1,  2, 0.19619 90245 86742 22680 97464
7,  1,  3, 0.13211 55811 11366 25079 14048
7,  1,  4, 0.09848 68606 91604 97284 01394
7,  1,  5, 0.07655 98345 66498 37466 91458
7,  1,  6, 0.05991 87124 45016 77980 77829
7,  1,  7, 0.04480 22104 72020 94226 20957
7,  2,  2, 0.25673 28861 62101 58648 19316
7,  2,  3, 0.17448 33274 31701 48264 96004
7,  2,  4, 0.13072 98656 28494 72132 14255
7,  2,  5, 0.10195 50088 92810 39017 77472
7,  2,  6, 0.07998 11748 53132 81275 17661
7,  3,  3, 0.21972 15626 23859 62799 35661
7,  3,  4, 0.16555 98429 12246 60187 39682
7,  3,  5, 0.12960 48424 61517 27184 45676
7,  4,  4, 0.21044 68615 35307 40792 89338
